CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
4,25,Score,6764,7,604,0,1089,6221,8
1,25,Score,6764,7,604,0,1089,12185,8
2,25,Score,6764,8,604,0,1089,12394,8
2,25,Score,6764,8,604,0,1089,12396,8
4,25,Score,6764,7,604,885,1089,13455,8
1,25,Score,6764,12,604,0,1089,15676,8
2,25,Score,6764,11,604,0,1089,37982,8
17,0,Score,136,29,10,0,10,1194,11
3,1,Score,817,66,44,0,178,31,13
5,1,Score,817,8,44,2137,178,86,13
1,1,Score,817,29,44,478,178,175,13
4,1,Score,817,17,44,0,178,244,13
0,1,Score,817,88,44,0,178,425,13
1,1,Score,817,27,44,0,178,455,13
4,1,Score,345,40,13,0,14,53,17
0,1,Score,345,15,13,3303,14,1104,17
4,0,Score,128,54,16,0,8,3,18
2,6,Score,591,7,693,0,90,47,22
1,6,Score,591,15,693,0,90,70,22
5,6,Score,591,24,693,0,90,73,22
0,6,Score,591,17,693,1760,90,144,22
1,6,Score,591,18,693,0,90,4589,22
0,6,Score,591,7,693,11149,90,6614,22
0,6,Score,591,7,693,9369,90,10470,22
2,6,Score,591,7,693,571,90,64484,22
2,1,Score,308,13,34,0,52,4,23
3,1,Score,308,81,34,0,52,5,23
4,1,Score,308,14,34,0,52,13,23
1,1,Score,344,22,36,0,48,2,24
4,1,Score,344,23,36,6287,48,10,24
2,1,Score,344,-4,36,0,48,348,24
0,23,Score,4968,7,328,0,641,190,25
1,23,Score,4968,61,328,1855,641,656,25
3,23,Score,4968,8,328,1498,641,673,25
4,23,Score,4968,18,328,0,641,720,25
3,23,Score,4968,7,328,0,641,810,25
8,23,Score,4968,-7,328,753,641,823,25
1,23,Score,4968,10,328,0,641,956,25
2,23,Score,4968,9,328,1043,641,997,25
5,23,Score,4968,12,328,6570,641,1792,25
7,23,Score,4968,13,328,22354,641,1844,25
0,23,Score,4968,7,328,0,641,2053,25
1,23,Score,4968,15,328,0,641,2129,25
3,23,Score,4968,61,328,3982,641,2501,25
4,23,Score,4968,7,328,0,641,5599,25
8,23,Score,4968,9,328,0,641,6618,25
3,23,Score,4968,24,328,0,641,9800,25
6,23,Score,4968,14,328,0,641,12002,25
9,23,Score,4968,16,328,0,641,12991,25
2,23,Score,4968,7,328,0,641,15946,25
2,23,Score,4968,10,328,0,641,16354,25
14,23,Score,4968,10,328,0,641,29158,25
11,23,Score,4968,21,328,0,641,31591,25
2,23,Score,4968,8,328,2267,641,32076,25
4,23,Score,4968,16,328,0,641,32385,25
10,23,Score,4968,9,328,4341,641,45442,25
7,23,Score,4968,11,328,1286,641,65044,25
0,23,Score,4968,10,328,0,641,80911,25
1,23,Score,4968,7,328,0,641,92143,25
1,23,Score,4968,7,328,0,641,111283,25
6,23,Score,4968,31,328,0,641,114763,25
1,7,Score,3150,16,138,0,257,7358,26
1,7,Score,3150,8,138,0,257,7434,26
4,7,Score,3150,7,138,1343,257,7500,26
3,7,Score,3150,11,138,0,257,7516,26
0,7,Score,3150,8,138,0,257,8570,26
2,7,Score,3150,12,138,1836,257,8819,26
1,7,Score,3150,7,138,644,257,8876,26
1,7,Score,3150,7,138,0,257,10240,26
0,7,Score,3150,8,138,0,257,11258,26
1,7,Score,3150,20,138,0,257,11673,26
3,7,Score,3150,10,138,0,257,11744,26
0,7,Score,3150,9,138,0,257,11834,26
1,7,Score,3150,7,138,0,257,12375,26
10,7,Score,3150,14,138,0,257,12870,26
11,1,Score,2250,129,28,282,318,2700,29
2,1,Score,2250,8,28,0,318,4114,29
3,1,Score,2250,12,28,0,318,10327,29
3,1,Score,2250,11,28,0,318,11451,29
5,1,Score,2250,66,28,1423,318,25813,29
1,3,Score,2185,8,40,0,312,439,30
2,3,Score,2185,8,40,0,312,600,30
0,3,Score,2185,11,40,857,312,606,30
1,3,Score,2185,70,40,0,312,607,30
4,3,Score,2185,9,40,0,312,613,30
1,3,Score,2185,13,40,0,312,635,30
2,3,Score,2185,14,40,0,312,841,30
0,3,Score,2185,8,40,0,312,1100,30
5,3,Score,2185,15,40,0,312,2772,30
1,3,Score,2185,11,40,0,312,4267,30
5,3,Score,2185,29,40,0,312,6421,30
1,3,Score,2185,8,40,0,312,6710,30
1,3,Score,2185,21,40,0,312,7860,30
3,3,Score,2185,7,40,0,312,10478,30
3,3,Score,2185,7,40,0,312,10806,30
0,3,Score,2185,12,40,1793,312,11872,30
10,3,Score,2185,9,40,0,312,12281,30
0,3,Score,2185,7,40,0,312,12880,30
0,3,Score,2185,8,40,0,312,13483,30
6,3,Score,2185,74,40,942,312,16961,30
2,0,Score,221,8,2,0,11,512,33
2,0,Score,185,15,23,0,27,371,34
0,0,Score,185,10,23,0,27,103418,34
1,1,Score,1570,31,26,0,173,18,36
0,1,Score,1570,7,26,0,173,52,36
1,1,Score,1570,25,26,0,173,117,36
3,1,Score,1570,7,26,0,173,157,36
1,1,Score,1570,7,26,0,173,316,36
0,1,Score,1570,13,26,0,173,440,36
0,1,Score,1570,7,26,0,173,442,36
6,1,Score,1570,32,26,0,173,470,36
0,1,Score,1570,8,26,1016,173,1003,36
1,1,Score,1570,10,26,0,173,1005,36
8,1,Score,1570,12,26,0,173,7225,36
0,1,Score,1570,16,26,0,173,7357,36
8,1,Score,1570,13,26,0,173,8044,36
2,1,Score,1570,8,26,437,173,10744,36
0,1,Score,1570,42,26,0,173,14002,36
0,1,Score,1570,7,26,0,173,21071,36
1,1,Score,1570,12,26,361,173,31726,36
3,0,Score,133,76,1,0,15,7,38
1,0,Score,1651,24,12,0,255,59,39
0,0,Score,1651,10,12,1535,255,98,39
5,0,Score,1651,9,12,0,255,113,39
3,0,Score,1651,7,12,0,255,135,39
5,0,Score,1651,14,12,0,255,429,39
1,0,Score,1651,12,12,0,255,522,39
0,0,Score,1651,11,12,0,255,558,39
2,0,Score,1651,37,12,11646,255,583,39
2,0,Score,1651,15,12,0,255,824,39
4,0,Score,611,39,12,0,83,120,41
1,15,Score,111,19,59,716,350,105,46
0,15,Score,111,11,59,0,350,107,46
3,0,Score,101,13,3,0,3,9,50
5,0,Score,861,7,12,0,62,5171,52
0,0,Score,861,16,12,0,62,5414,52
3,0,Score,861,7,12,0,62,6940,52
3,0,Score,861,87,12,725,62,26088,52
0,0,Score,861,10,12,860,62,33283,52
0,2,Score,360,10,21,0,18,35,54
5,2,Score,360,8,21,0,18,349,54
6,2,Score,360,15,21,0,18,618,54
4,2,Score,360,8,21,0,18,2580,54
1,2,Score,360,11,21,0,18,13346,54
0,1,Score,366,12,48,0,16,19,55
5,1,Score,366,11,48,0,16,54,55
0,0,Score,563,7,10,0,64,55,56
0,0,Score,563,18,10,0,64,317,56
0,0,Score,563,8,10,653,64,408,56
0,0,Score,402,8,51,1955,82,638,59
1,0,Score,402,22,51,0,82,1252,59
1,0,Score,402,7,51,1880,82,1719,59
7,0,Score,402,7,51,322,82,5814,59
0,4,Score,1956,17,39,0,147,24,61
6,4,Score,1956,71,39,0,147,121,61
2,4,Score,1956,18,39,0,147,127,61
4,4,Score,1956,21,39,4214,147,188,61
0,4,Score,1956,14,39,373,147,320,61
1,4,Score,1956,11,39,3839,147,353,61
0,4,Score,1956,9,39,0,147,376,61
0,4,Score,1956,9,39,0,147,599,61
4,4,Score,1956,9,39,0,147,1319,61
4,3,Score,549,18,13,0,90,50,62
0,3,Score,549,11,13,0,90,269,62
0,3,Score,549,9,13,0,90,279,62
0,3,Score,549,8,13,1036,90,295,62
2,3,Score,549,9,13,0,90,835,62
1,0,Score,614,102,12,538,102,22,66
1,0,Score,503,8,10,0,42,44,68
0,0,Score,503,10,10,4921,42,58,68
0,0,Score,503,11,10,0,42,378,68
2,0,Score,503,13,10,0,42,517,68
7,0,Score,503,13,10,0,42,648,68
1,6,Score,530,10,630,0,174,23,69
4,6,Score,530,7,630,692,174,25,69
2,6,Score,530,7,630,0,174,30,69
1,6,Score,530,8,630,0,174,40,69
0,6,Score,530,7,630,0,174,81,69
0,6,Score,530,36,630,0,174,387,69
8,6,Score,530,13,630,0,174,4254,69
0,1,Score,1936,15,2317,0,328,173,71
2,1,Score,1936,15,2317,0,328,319,71
2,1,Score,1936,7,2317,0,328,1326,71
2,1,Score,1936,8,2317,0,328,1378,71
2,1,Score,1936,71,2317,759,328,2272,71
0,1,Score,1936,16,2317,0,328,3028,71
4,1,Score,1936,9,2317,0,328,3064,71
3,1,Score,1936,9,2317,0,328,4394,71
5,1,Score,1936,10,2317,508,328,6173,71
7,1,Score,1936,14,2317,0,328,8050,71
1,1,Score,1936,7,2317,0,328,15679,71
2,1,Score,1936,12,2317,0,328,25509,71
4,0,Score,800,12,58,556,77,116,72
0,0,Score,800,9,58,651,77,692,72
6,0,Score,800,8,58,0,77,22704,72
5,65,Score,2316,7,74,0,1126,43,74
5,65,Score,2316,22,74,215,1126,61,74
7,65,Score,2316,16,74,0,1126,77,74
0,65,Score,2316,16,74,0,1126,104,74
2,65,Score,2316,15,74,1409,1126,137,74
0,65,Score,2316,8,74,0,1126,149,74
4,65,Score,2316,14,74,0,1126,162,74
3,65,Score,2316,56,74,0,1126,165,74
1,65,Score,2316,10,74,0,1126,172,74
0,65,Score,2316,9,74,0,1126,178,74
0,65,Score,2316,16,74,0,1126,182,74
2,65,Score,2316,52,74,0,1126,363,74
0,65,Score,2316,8,74,5715,1126,453,74
2,65,Score,2316,17,74,0,1126,680,74
1,65,Score,2316,66,74,0,1126,694,74
1,65,Score,2316,7,74,0,1126,1023,74
3,65,Score,2316,11,74,0,1126,1525,74
0,65,Score,2316,36,74,387,1126,1760,74
1,65,Score,2316,11,74,0,1126,1996,74
3,65,Score,2316,26,74,0,1126,2125,74
4,65,Score,2316,17,74,467,1126,2150,74
0,65,Score,2316,9,74,0,1126,2358,74
4,65,Score,2316,18,74,0,1126,2499,74
0,65,Score,2316,8,74,11691,1126,4735,74
1,65,Score,2316,7,74,0,1126,5018,74
0,65,Score,2316,39,74,0,1126,5019,74
6,65,Score,2316,20,74,0,1126,5122,74
3,65,Score,2316,19,74,0,1126,5123,74
6,65,Score,2316,40,74,0,1126,5124,74
0,65,Score,2316,34,74,3390,1126,5125,74
2,65,Score,2316,35,74,0,1126,5155,74
0,65,Score,2316,7,74,0,1126,5511,74
1,65,Score,2316,7,74,0,1126,5530,74
10,65,Score,2316,10,74,0,1126,10251,74
2,65,Score,2316,18,74,0,1126,11305,74
14,0,Score,321,18,4,18749,44,26,75
0,0,Score,321,15,4,0,44,942,75
1,0,Score,260,13,36,0,8,418,77
4,0,Score,260,8,36,0,8,3215,77
3,0,Score,211,12,7,0,16,42,80
2,0,Score,211,10,7,0,16,185,80
4,0,Score,1307,60,86,0,80,151,81
2,0,Score,1307,18,86,0,80,176,81
3,0,Score,1307,23,86,0,80,282,81
3,0,Score,685,14,68,0,49,5387,82
0,0,Score,685,10,68,0,49,5502,82
5,0,Score,685,7,68,361,49,11091,82
9,0,Score,685,7,68,0,49,12721,82
0,0,Score,685,8,68,0,49,17983,82
0,0,Score,804,8,11,3783,64,41,83
11,0,Score,804,122,11,153,64,118,83
2,0,Score,176,14,3,0,25,220,85
2,2,Score,740,25,58,0,89,63,87
2,2,Score,740,15,58,286,89,85,87
0,2,Score,740,10,58,0,89,91,87
2,2,Score,740,19,58,0,89,196,87
0,2,Score,740,7,58,0,89,940,87
0,126,Score,14082,25,4235,0,3320,74,88
1,126,Score,14082,7,4235,0,3320,99,88
0,126,Score,14082,7,4235,0,3320,140,88
1,126,Score,14082,8,4235,0,3320,255,88
0,126,Score,14082,14,4235,0,3320,265,88
3,126,Score,14082,109,4235,0,3320,424,88
1,126,Score,14082,84,4235,0,3320,435,88
0,126,Score,14082,8,4235,0,3320,462,88
2,126,Score,14082,14,4235,0,3320,483,88
0,126,Score,14082,7,4235,426,3320,526,88
0,126,Score,14082,8,4235,0,3320,547,88
0,126,Score,14082,22,4235,0,3320,631,88
13,126,Score,14082,14,4235,0,3320,658,88
6,126,Score,14082,10,4235,0,3320,1004,88
3,126,Score,14082,7,4235,0,3320,1374,88
0,126,Score,14082,8,4235,0,3320,1765,88
0,126,Score,14082,17,4235,0,3320,2179,88
0,126,Score,14082,8,4235,0,3320,2359,88
7,126,Score,14082,10,4235,0,3320,2362,88
0,126,Score,14082,10,4235,0,3320,2455,88
0,126,Score,14082,24,4235,0,3320,2718,88
1,126,Score,14082,8,4235,0,3320,3076,88
0,126,Score,14082,7,4235,0,3320,3237,88
3,126,Score,14082,10,4235,0,3320,3515,88
3,126,Score,14082,18,4235,464,3320,3940,88
1,126,Score,14082,11,4235,219,3320,3949,88
3,126,Score,14082,64,4235,0,3320,3954,88
4,126,Score,14082,10,4235,0,3320,4064,88
0,126,Score,14082,15,4235,1034,3320,4211,88
1,126,Score,14082,7,4235,0,3320,5099,88
4,126,Score,14082,20,4235,0,3320,5140,88
14,126,Score,14082,14,4235,0,3320,5311,88
1,126,Score,14082,7,4235,0,3320,5379,88
4,126,Score,14082,7,4235,0,3320,6030,88
1,126,Score,14082,14,4235,0,3320,6190,88
4,126,Score,14082,22,4235,0,3320,6298,88
1,126,Score,14082,9,4235,0,3320,7304,88
7,126,Score,14082,11,4235,0,3320,7622,88
0,126,Score,14082,29,4235,0,3320,8077,88
3,126,Score,14082,10,4235,0,3320,8650,88
0,126,Score,14082,8,4235,464,3320,8914,88
0,126,Score,14082,17,4235,0,3320,8978,88
3,126,Score,14082,7,4235,0,3320,9084,88
3,126,Score,14082,17,4235,0,3320,10028,88
2,126,Score,14082,11,4235,0,3320,11471,88
1,126,Score,14082,10,4235,3221,3320,12763,88
1,126,Score,14082,8,4235,0,3320,13008,88
0,126,Score,14082,10,4235,0,3320,13539,88
3,126,Score,14082,8,4235,0,3320,13547,88
2,126,Score,14082,12,4235,0,3320,13601,88
2,126,Score,14082,8,4235,0,3320,16114,88
3,126,Score,14082,12,4235,0,3320,17620,88
2,126,Score,14082,10,4235,0,3320,18220,88
0,126,Score,14082,10,4235,0,3320,19232,88
0,126,Score,14082,9,4235,0,3320,21621,88
2,126,Score,14082,7,4235,1368,3320,21938,88
8,126,Score,14082,25,4235,0,3320,25692,88
0,126,Score,14082,7,4235,8479,3320,29078,88
2,126,Score,14082,9,4235,1029,3320,30727,88
0,126,Score,14082,8,4235,0,3320,30747,88
1,126,Score,14082,7,4235,0,3320,34051,88
3,126,Score,14082,19,4235,0,3320,37382,88
1,126,Score,14082,7,4235,0,3320,40866,88
1,126,Score,14082,7,4235,831,3320,46392,88
1,126,Score,14082,8,4235,0,3320,49250,88
0,126,Score,14082,12,4235,0,3320,49698,88
0,126,Score,14082,9,4235,0,3320,55483,88
8,126,Score,14082,8,4235,0,3320,58015,88
0,126,Score,14082,9,4235,0,3320,58980,88
3,126,Score,14082,10,4235,7655,3320,59632,88
1,4,Score,1281,7,61,0,105,311,89
2,4,Score,1281,7,61,0,105,338,89
8,4,Score,1281,31,61,0,105,411,89
0,4,Score,1281,20,61,4097,105,414,89
1,4,Score,1281,8,61,0,105,420,89
5,4,Score,1281,49,61,0,105,675,89
3,4,Score,1281,8,61,412,105,1365,89
1,4,Score,1281,8,61,0,105,7269,89
10,0,Score,561,30,27,0,287,130,90
0,0,Score,561,12,27,1460,287,270,90
3,0,Score,561,10,27,0,287,274,90
0,0,Score,561,8,27,0,287,276,90
1,0,Score,561,7,27,0,287,287,90
1,0,Score,561,9,27,0,287,359,90
1,0,Score,561,17,27,0,287,367,90
1,0,Score,31,11,3,0,5,567,92
2,0,Score,96,8,2,294,3,80,93
0,0,Score,441,7,18,0,80,5366,96
1,1,Score,291,10,141,0,24,8109,98
0,1,Score,291,8,141,6142,24,10484,98
4,0,Score,502,13,109,0,49,4563,101
2,1,Score,261,12,41,0,34,232,103
3,0,Score,146,7,23,294,26,2686,104
3,0,Score,146,11,23,0,26,2988,104
6,3,Score,160,22,20,274,14,614,107
3,0,Score,305,20,4,0,171,154,108
2,0,Score,305,7,4,0,171,1015,108
11,1,Score,443,38,9,0,59,1610,110
0,1,Score,443,9,9,242,59,1620,110
0,1,Score,443,12,9,0,59,1668,110
9,1,Score,443,7,9,0,59,1676,110
3,1,Score,443,8,9,0,59,4939,110
1,1,Score,708,35,44,0,61,97,114
2,1,Score,708,51,44,0,61,1356,114
0,1,Score,708,7,44,0,61,6804,114
0,1,Score,708,10,44,0,61,33843,114
1,0,Score,473,11,46,0,60,12232,118
2,0,Score,473,7,46,0,60,20846,118
1,0,Score,473,10,46,0,60,47577,118
0,0,Score,121,10,8,2791,8,8672,124
4,0,Score,391,55,0,0,31,298,125
0,1,Score,236,10,29,0,46,296,127
6,1,Score,236,17,29,0,46,750,127
6,1,Score,236,28,29,0,46,752,127
1,1,Score,236,78,29,0,46,753,127
11,1,Score,236,11,29,0,46,1223,127
3,0,Score,166,8,22,372,19,224,128
4,0,Score,166,9,22,0,19,479,128
6,0,Score,166,27,22,1164,19,1726,128
0,0,Score,241,13,2,0,24,123,130
0,0,Score,216,23,6,474,14,124,131
6,0,Score,231,10,20,2240,24,134,138
0,0,Score,231,8,20,1101,24,238,138
0,0,Score,231,9,20,0,24,2291,138
8,0,Score,758,11,41,0,241,9299,139
2,0,Score,758,9,41,0,241,9338,139
0,0,Score,758,7,41,0,241,14184,139
1,0,Score,758,9,41,0,241,29332,139
4,0,Score,185,67,10,0,19,138,142
0,0,Score,185,7,10,0,19,6534,142
3,1,Score,1396,12,477,0,269,146,144
4,1,Score,1396,12,477,0,269,612,144
0,1,Score,1396,7,477,0,269,969,144
0,1,Score,1396,10,477,0,269,1352,144
6,1,Score,1396,17,477,0,269,1764,144
1,1,Score,1396,7,477,0,269,2591,144
4,1,Score,1396,8,477,18993,269,3558,144
0,1,Score,1396,7,477,4847,269,5128,144
5,1,Score,1396,18,477,704,269,6350,144
0,1,Score,1396,7,477,5593,269,9191,144
0,1,Score,1396,13,477,0,269,30796,144
0,1,Score,1396,7,477,5904,269,30925,144
0,0,Score,99,8,4,3886,8,159,145
1,0,Score,228,23,12,0,11,1458,148
2,0,Score,321,27,6,0,23,155,154
0,0,Score,321,9,6,3142,23,161,154
0,0,Score,321,10,6,0,23,166,154
4,59,Score,18283,10,1014,15328,3781,167,159
0,59,Score,18283,8,1014,644,3781,171,159
0,59,Score,18283,35,1014,0,3781,174,159
2,59,Score,18283,22,1014,0,3781,177,159
0,59,Score,18283,12,1014,1192,3781,179,159
0,59,Score,18283,50,1014,0,3781,181,159
3,59,Score,18283,51,1014,117,3781,213,159
2,59,Score,18283,15,1014,0,3781,221,159
2,59,Score,18283,10,1014,1774,3781,229,159
4,59,Score,18283,12,1014,730,3781,261,159
2,59,Score,18283,27,1014,0,3781,370,159
0,59,Score,18283,8,1014,282,3781,530,159
5,59,Score,18283,12,1014,0,3781,532,159
6,59,Score,18283,44,1014,0,3781,534,159
3,59,Score,18283,14,1014,0,3781,541,159
6,59,Score,18283,31,1014,441,3781,587,159
0,59,Score,18283,9,1014,0,3781,610,159
0,59,Score,18283,15,1014,0,3781,622,159
6,59,Score,18283,74,1014,116,3781,729,159
5,59,Score,18283,146,1014,648,3781,730,159
4,59,Score,18283,16,1014,0,3781,862,159
6,59,Score,18283,24,1014,0,3781,1026,159
2,59,Score,18283,20,1014,0,3781,1055,159
3,59,Score,18283,36,1014,0,3781,1150,159
8,59,Score,18283,29,1014,962,3781,1153,159
11,59,Score,18283,9,1014,0,3781,1206,159
6,59,Score,18283,17,1014,0,3781,1214,159
5,59,Score,18283,9,1014,0,3781,1295,159
0,59,Score,18283,36,1014,0,3781,1382,159
0,59,Score,18283,11,1014,0,3781,1442,159
5,59,Score,18283,66,1014,365,3781,1444,159
1,59,Score,18283,7,1014,0,3781,1497,159
0,59,Score,18283,27,1014,0,3781,1630,159
2,59,Score,18283,17,1014,0,3781,1639,159
1,59,Score,18283,8,1014,0,3781,1647,159
4,59,Score,18283,7,1014,0,3781,1720,159
4,59,Score,18283,14,1014,0,3781,1806,159
12,59,Score,18283,7,1014,0,3781,2367,159
0,59,Score,18283,18,1014,286,3781,2724,159
2,59,Score,18283,9,1014,228,3781,3002,159
0,59,Score,18283,9,1014,0,3781,3128,159
0,59,Score,18283,20,1014,0,3781,3184,159
0,59,Score,18283,8,1014,358,3781,3408,159
1,59,Score,18283,25,1014,0,3781,3543,159
2,59,Score,18283,25,1014,0,3781,3553,159
4,59,Score,18283,32,1014,0,3781,3733,159
6,59,Score,18283,12,1014,0,3781,3752,159
0,59,Score,18283,8,1014,0,3781,4103,159
4,59,Score,18283,9,1014,0,3781,4490,159
0,59,Score,18283,16,1014,0,3781,4716,159
1,59,Score,18283,7,1014,231,3781,5496,159
2,59,Score,18283,8,1014,0,3781,5830,159
5,59,Score,18283,10,1014,0,3781,6332,159
1,59,Score,18283,13,1014,0,3781,6333,159
3,59,Score,18283,16,1014,0,3781,6476,159
1,59,Score,18283,12,1014,0,3781,6500,159
3,59,Score,18283,12,1014,0,3781,6596,159
3,59,Score,18283,7,1014,0,3781,6973,159
1,59,Score,18283,13,1014,194,3781,7828,159
2,59,Score,18283,9,1014,0,3781,8398,159
1,59,Score,18283,7,1014,0,3781,8751,159
6,59,Score,18283,15,1014,1265,3781,9144,159
1,59,Score,18283,7,1014,899,3781,11649,159
6,59,Score,18283,8,1014,0,3781,13530,159
9,59,Score,18283,9,1014,0,3781,14923,159
1,59,Score,18283,8,1014,0,3781,17187,159
4,59,Score,18283,7,1014,0,3781,23123,159
4,59,Score,18283,11,1014,1153,3781,24610,159
0,59,Score,18283,8,1014,0,3781,29442,159
7,59,Score,18283,10,1014,0,3781,32764,159
2,59,Score,18283,9,1014,0,3781,32799,159
0,59,Score,18283,7,1014,0,3781,32800,159
7,59,Score,18283,13,1014,1139,3781,33958,159
5,59,Score,18283,7,1014,0,3781,35329,159
1,59,Score,18283,7,1014,0,3781,41072,159
0,59,Score,18283,9,1014,0,3781,47733,159
1,59,Score,18283,7,1014,2507,3781,50766,159
3,59,Score,18283,8,1014,990,3781,68395,159
4,59,Score,18283,26,1014,0,3781,91462,159
1,0,Score,276,16,1,0,12,875,163
6,0,Score,36,7,1,0,2,604,165
1,0,Score,101,10,0,0,21,1492,167
1,1,Score,147,14,8,709,61,471,168
1,1,Score,208,13,48,0,52,361,170
4,1,Score,208,10,48,0,52,1268,170
1,0,Score,564,9,15,0,113,780,172
1,0,Score,564,17,15,0,113,1053,172
2,0,Score,564,17,15,0,113,1736,172
2,0,Score,564,27,15,0,113,30159,172
2,0,Score,453,12,15,0,39,226,173
0,0,Score,453,7,15,0,39,377,173
3,4,Score,792,13,163,0,78,200,174
4,4,Score,792,19,163,0,78,209,174
2,4,Score,792,34,163,0,78,539,174
4,4,Score,792,21,163,0,78,1815,174
0,4,Score,792,11,163,0,78,3410,174
3,0,Score,236,10,53,0,46,10711,175
6,10,Score,1416,25,352,4294,147,3331,179
0,10,Score,1416,9,352,4337,147,4101,179
2,10,Score,1416,42,352,0,147,13686,179
